t,rx,ry,rtheta
1758526343.8629847,0.0,0.0,0.0
t,rx,ry,rtheta
1758526463.5293155,0.0,0.0,0.0
t,rx,ry,rtheta
1758526500.2332404,0.0,0.0,0.0
1758526501.3823218,0.0,0.0,0.0
t,rx,ry,rtheta
1758526527.1445785,0.0,0.0,0.0
1758526528.4228806,0.0,0.0,0.0
t,rx,ry,rtheta
1758526569.2312703,0.0,0.0,0.0
1758526570.6162107,0.0,0.0,0.0
